Order,Family,Genus,Species,Time,Disp.M,Disp.95,Mass,Diet,NDVI,HFI
Carnivora,Canidae,Canis,Canis latrans,4,0.709267832,4.078594967,13406,C,0.745182027,4.988166235
Carnivora,Canidae,Canis,Canis latrans,4,0.427202269,2.160095395,13406,C,0.35973555,3.127647002
Carnivora,Canidae,Canis,Canis latrans,4,0.965844418,3.210461521,13406,C,0.862538907,7.638378181
Carnivora,Canidae,Canis,Canis latrans,4,0.652968279,2.912346946,13406,C,0.719961193,7.765151421
Carnivora,Canidae,Canis,Canis latrans,4,0.435779677,2.863327287,13406,C,0.550365376,4.218176847
Carnivora,Canidae,Canis,Canis latrans,4,0.375690654,2.037110832,13406,C,0.168796508,4.776229355
Carnivora,Canidae,Canis,Canis latrans,8,1.254037889,4.891063407,13406,C,0.214519929,4.173259426
Carnivora,Canidae,Canis,Canis latrans,8,0.954684858,2.357689384,13406,C,0.804827757,4.711632891
Carnivora,Canidae,Canis,Canis latrans,8,1.278026139,3.142834262,13406,C,0.757764255,7.037932245
Carnivora,Canidae,Canis,Canis latrans,8,1.248504711,3.15980372,13406,C,0.496984393,7.944407166
Carnivora,Canidae,Canis,Canis latrans,8,0.960168931,3.720465083,13406,C,0.332449641,5.426796271
Carnivora,Canidae,Canis,Canis latrans,8,1.094334192,3.024629433,13406,C,0.551515209,7.926397421
Carnivora,Canidae,Canis,Canis latrans,8,1.102177605,5.285017893,13406,C,0.695211285,5.096874321
Carnivora,Canidae,Canis,Canis latrans,8,0.876826287,2.58441982,13406,C,0.694589006,6.213521297
Carnivora,Canidae,Canis,Canis latrans,8,0.935733785,3.033051224,13406,C,0.747808903,7.821932986
Carnivora,Canidae,Canis,Canis latrans,8,0.542428758,4.107643033,13406,C,0.42232644,4.364503184
Carnivora,Canidae,Canis,Canis latrans,8,0.927012835,4.716058656,13406,C,0.522439847,4.701416517
Carnivora,Canidae,Canis,Canis latrans,8,0.907924567,4.848998145,13406,C,0.356905699,5.726157218
Carnivora,Canidae,Canis,Canis latrans,8,0.719459199,3.335556543,13406,C,0.806764707,5.962109252
Carnivora,Canidae,Canis,Canis latrans,8,1.348760958,4.620419616,13406,C,0.754022189,4.981019014
Carnivora,Canidae,Canis,Canis latrans,8,0.72738962,2.458558939,13406,C,0.389969934,3.126329163
Carnivora,Canidae,Canis,Canis latrans,8,1.600441431,3.552780202,13406,C,0.884225406,7.603207381
Carnivora,Canidae,Canis,Canis latrans,8,1.002606222,3.735232417,13406,C,0.710383813,7.807877509
Carnivora,Canidae,Canis,Canis latrans,8,1.023001658,3.108832984,13406,C,0.544937541,4.207748905
Carnivora,Canidae,Canis,Canis latrans,8,0.712924191,3.112013362,13406,C,0.171316041,4.705808006
Carnivora,Canidae,Canis,Canis latrans,16,2.027229028,7.478255103,13406,C,0.252385464,4.252519244
Carnivora,Canidae,Canis,Canis latrans,16,1.06735008,2.766832549,13406,C,0.99735443,4.830763595
Carnivora,Canidae,Canis,Canis latrans,16,1.402846983,3.040477431,13406,C,0.763805031,7.041738162
Carnivora,Canidae,Canis,Canis latrans,16,1.60244499,3.913494637,13406,C,0.521508748,7.995563803
Carnivora,Canidae,Canis,Canis latrans,16,1.593066885,4.967242686,13406,C,0.383426405,5.39974515
Carnivora,Canidae,Canis,Canis latrans,16,1.259186164,2.997825248,13406,C,0.545940352,7.921061098
Carnivora,Canidae,Canis,Canis latrans,16,1.838794241,6.553494254,13406,C,0.708217588,5.104344868
Carnivora,Canidae,Canis,Canis latrans,16,0.920569648,2.647640618,13406,C,0.716557542,6.186074067
Carnivora,Canidae,Canis,Canis latrans,16,1.512522484,3.123772994,13406,C,0.801254866,7.75963124
Carnivora,Canidae,Canis,Canis latrans,16,0.87430085,5.962048272,13406,C,0.384626641,4.349134284
Carnivora,Canidae,Canis,Canis latrans,16,1.697057933,7.078447984,13406,C,0.54851881,4.615755675
Carnivora,Canidae,Canis,Canis latrans,16,1.617537884,6.806893159,13406,C,0.368272042,5.760837172
Carnivora,Canidae,Canis,Canis latrans,16,1.122422382,4.861103456,13406,C,0.817362372,5.893960937
Carnivora,Canidae,Canis,Canis latrans,16,2.127398337,5.061309799,13406,C,0.7637044,4.978804426
Carnivora,Canidae,Canis,Canis latrans,16,0.995295508,2.486250795,13406,C,0.447866847,3.130638173
Carnivora,Canidae,Canis,Canis latrans,16,1.757342511,3.251768914,13406,C,0.92113232,7.564237604
Carnivora,Canidae,Canis,Canis latrans,16,1.32878779,5.049126168,13406,C,0.739166736,7.69920341
Carnivora,Canidae,Canis,Canis latrans,16,1.174942463,3.143875939,13406,C,0.572576098,4.191691847
Carnivora,Canidae,Canis,Canis latrans,16,0.82972915,4.630212254,13406,C,0.192334326,4.554397698
Carnivora,Canidae,Canis,Canis latrans,32,3.124821975,9.536833357,13406,C,0.350159082,4.560982381
Carnivora,Canidae,Canis,Canis latrans,32,1.263452976,3.03772718,13406,C,1.016550526,4.769314219
Carnivora,Canidae,Canis,Canis latrans,32,1.58386206,2.841036557,13406,C,1.068882586,7.303485686
Carnivora,Canidae,Canis,Canis latrans,32,1.74226191,3.433021735,13406,C,0.540195046,7.976160688
Carnivora,Canidae,Canis,Canis latrans,32,2.136689706,10.14798087,13406,C,0.793853431,7.361781297
Carnivora,Canidae,Canis,Canis latrans,32,1.452819009,3.111676371,13406,C,0.594933079,7.881961618
Carnivora,Canidae,Canis,Canis latrans,32,2.405128604,11.73290235,13406,C,0.746712054,5.146925344
Carnivora,Canidae,Canis,Canis latrans,32,0.757624334,2.695018663,13406,C,0.71960615,6.179479603
Carnivora,Canidae,Canis,Canis latrans,32,1.735809856,3.152422525,13406,C,0.816313833,7.605894148
Carnivora,Canidae,Canis,Canis latrans,32,1.041295172,7.996962509,13406,C,0.44263656,4.401112127
Carnivora,Canidae,Canis,Canis latrans,32,2.862739079,9.602213035,13406,C,0.616151172,4.678943401
Carnivora,Canidae,Canis,Canis latrans,32,2.240821366,9.582490712,13406,C,0.322638973,5.79427661
Carnivora,Canidae,Canis,Canis latrans,32,1.340943055,7.962574743,13406,C,0.832745753,5.912014603
Carnivora,Canidae,Canis,Canis latrans,32,1.79398303,5.270460369,13406,C,0.724386046,4.981106983
Carnivora,Canidae,Canis,Canis latrans,32,1.130701251,2.570429779,13406,C,0.475423721,3.13289592
Carnivora,Canidae,Canis,Canis latrans,32,1.877582767,3.254843923,13406,C,0.881784592,7.556294703
Carnivora,Canidae,Canis,Canis latrans,32,1.390107064,6.756296868,13406,C,0.826695747,7.717125613
Carnivora,Canidae,Canis,Canis latrans,32,1.027564668,3.293767978,13406,C,0.636685892,4.199511961
Carnivora,Canidae,Canis,Canis latrans,32,0.847879972,6.695519373,13406,C,0.242743863,4.488396805
Carnivora,Canidae,Canis,Canis latrans,64,4.694221433,8.654420723,13406,C,0.534590697,3.843236591
Carnivora,Canidae,Canis,Canis latrans,64,1.0855439,4.343411071,13406,C,1.092819202,4.7795947
Carnivora,Canidae,Canis,Canis latrans,64,1.534208174,2.896487202,13406,C,1.053154421,7.299205487
Carnivora,Canidae,Canis,Canis latrans,64,1.988602102,3.538478882,13406,C,0.942317732,8.024402777
Carnivora,Canidae,Canis,Canis latrans,64,3.343944637,15.52457444,13406,C,0.824783901,7.256252498
Carnivora,Canidae,Canis,Canis latrans,64,1.533354972,3.134600244,13406,C,0.618649193,8.043664822
Carnivora,Canidae,Canis,Canis latrans,64,3.489929426,17.2906393,13406,C,0.695052501,5.118767815
Carnivora,Canidae,Canis,Canis latrans,64,1.332978196,2.935339711,13406,C,0.790949133,6.088164548
Carnivora,Canidae,Canis,Canis latrans,64,1.631046566,2.875671121,13406,C,0.767604436,7.621024475
Carnivora,Canidae,Canis,Canis latrans,64,2.104136542,9.179020082,13406,C,0.398774879,4.332145306
Carnivora,Canidae,Canis,Canis latrans,64,4.514523284,13.73016335,13406,C,0.510535622,4.470620119
Carnivora,Canidae,Canis,Canis latrans,64,4.04184512,13.21811722,13406,C,0.217503185,5.641629713
Carnivora,Canidae,Canis,Canis latrans,64,2.578766453,10.82794604,13406,C,0.536137982,6.189417628
Carnivora,Canidae,Canis,Canis latrans,64,1.633574208,4.767743448,13406,C,0.766590192,5.090254404
Carnivora,Canidae,Canis,Canis latrans,64,1.086603912,2.641642299,13406,C,0.498394101,3.139212203
Carnivora,Canidae,Canis,Canis latrans,64,1.456820886,3.131499062,13406,C,0.887128715,7.53700202
Carnivora,Canidae,Canis,Canis latrans,64,1.47914265,8.546713521,13406,C,0.827942448,7.975369069
Carnivora,Canidae,Canis,Canis latrans,64,1.616621152,4.223812596,13406,C,0.577037456,4.211351796
Carnivora,Canidae,Canis,Canis latrans,64,1.28440202,6.839569863,13406,C,0.239388539,4.149089378
Carnivora,Canidae,Canis,Canis latrans,128,2.068160918,15.42897609,13406,C,0.756712892,3.308168616
Carnivora,Canidae,Canis,Canis latrans,128,1.547250892,3.345646318,13406,C,1.144507202,4.649667457
Carnivora,Canidae,Canis,Canis latrans,128,1.318819367,2.95791872,13406,C,1.059952406,7.31834958
Carnivora,Canidae,Canis,Canis latrans,128,1.773235216,3.658417906,13406,C,0.999116659,8.067455361
Carnivora,Canidae,Canis,Canis latrans,128,4.064997591,16.30506603,13406,C,0.820001343,8.452417442
Carnivora,Canidae,Canis,Canis latrans,128,1.84600403,2.957866052,13406,C,1.042911112,8.132266831
Carnivora,Canidae,Canis,Canis latrans,128,3.079362594,18.72648155,13406,C,0.614376773,5.130121512
Carnivora,Canidae,Canis,Canis latrans,128,1.374415851,3.694142235,13406,C,0.989739395,6.272331443
Carnivora,Canidae,Canis,Canis latrans,128,1.6705553,2.932083378,13406,C,0.783625608,7.386695238
Carnivora,Canidae,Canis,Canis latrans,128,3.328919579,8.398812076,13406,C,0.375616727,4.503060411
Carnivora,Canidae,Canis,Canis latrans,128,6.991936909,15.65523579,13406,C,0.619499275,5.220778241
Carnivora,Canidae,Canis,Canis latrans,128,7.871543681,15.82072374,13406,C,0.345514502,5.742429239
Carnivora,Canidae,Canis,Canis latrans,128,4.454461764,11.25067823,13406,C,0.19664612,6.279262446
Carnivora,Canidae,Canis,Canis latrans,128,1.236196908,3.742333765,13406,C,0.713441006,5.256373968
Carnivora,Canidae,Canis,Canis latrans,128,1.452830404,2.694183642,13406,C,0.575984318,3.183560855
Carnivora,Canidae,Canis,Canis latrans,128,1.530649784,3.138111237,13406,C,0.955876974,7.188672117
Carnivora,Canidae,Canis,Canis latrans,128,2.082472037,9.23289454,13406,C,0.858043676,8.080027636
Carnivora,Canidae,Canis,Canis latrans,128,1.597814407,3.480555666,13406,C,0.550990918,4.225648754
Carnivora,Canidae,Canis,Canis latrans,128,1.812306895,5.762281424,13406,C,0.310151185,3.899895593
Carnivora,Canidae,Canis,Canis latrans,256,1.94893594,13.6338201,13406,C,0.617651833,3.759979507
Carnivora,Canidae,Canis,Canis latrans,256,1.789433351,2.94496566,13406,C,0.938684038,4.736541923
Carnivora,Canidae,Canis,Canis latrans,256,1.467053153,2.80692846,13406,C,0.970166619,6.895867465
Carnivora,Canidae,Canis,Canis latrans,256,1.943652118,4.861597757,13406,C,0.999559921,7.862834176
Carnivora,Canidae,Canis,Canis latrans,256,6.49686202,20.25848802,13406,C,1.000516369,8.69413516
Carnivora,Canidae,Canis,Canis latrans,256,1.229650731,3.158704659,13406,C,0.99250348,8.407512396
Carnivora,Canidae,Canis,Canis latrans,256,4.129233282,17.11794356,13406,C,0.563440651,5.147161171
Carnivora,Canidae,Canis,Canis latrans,256,1.44016777,2.897493604,13406,C,1.035213893,6.242716372
Carnivora,Canidae,Canis,Canis latrans,256,1.631705407,3.658656367,13406,C,0.831504317,7.352058156
Carnivora,Canidae,Canis,Canis latrans,256,3.530033973,11.70034188,13406,C,0.320122322,4.762186946
Carnivora,Canidae,Canis,Canis latrans,256,8.55531869,12.9601434,13406,C,0.682316309,5.994672039
Carnivora,Canidae,Canis,Canis latrans,256,8.672540486,11.4835865,13406,C,0.528093414,6.428400264
Carnivora,Canidae,Canis,Canis latrans,256,5.193963577,10.45523113,13406,C,0.176318551,6.270676136
Carnivora,Canidae,Canis,Canis latrans,256,1.009544854,4.349181159,13406,C,0.679620492,5.344347437
Carnivora,Canidae,Canis,Canis latrans,256,1.009512865,2.577471732,13406,C,0.512904796,3.25590488
Carnivora,Canidae,Canis,Canis latrans,256,2.434055796,3.737105953,13406,C,0.964091321,7.278237167
Carnivora,Canidae,Canis,Canis latrans,256,2.43954912,9.736222272,13406,C,0.821506529,7.570830097
Carnivora,Canidae,Canis,Canis latrans,256,1.530130141,2.573010177,13406,C,0.469729446,4.234835666
Carnivora,Canidae,Canis,Canis latrans,256,1.434439616,18.07478491,13406,C,0.306066452,3.987321508
Carnivora,Canidae,Canis,Canis lupus,1,0.035299594,2.983968258,32183,C,1.396072633,6.202883735
Carnivora,Canidae,Canis,Canis lupus,1,0.02844956,1.675946169,32183,C,1.438326015,2.983293018
Carnivora,Canidae,Canis,Canis lupus,1,0.026890664,1.802633024,32183,C,1.181605516,5.617133141
Carnivora,Canidae,Canis,Canis lupus,1,0.053027717,3.394591747,32183,C,1.345372468,5.770665947
Carnivora,Canidae,Canis,Canis lupus,1,0.012307105,1.67434595,32183,C,0.022088156,1.506506345
Carnivora,Canidae,Canis,Canis lupus,1,0.019139766,2.2781848,32183,C,0.062451627,0.161692216
Carnivora,Canidae,Canis,Canis lupus,1,0.019538618,2.662944787,32183,C,0.305869852,3.139295502
Carnivora,Canidae,Canis,Canis lupus,2,0.070303667,4.755323939,32183,C,1.434307033,6.237110969
Carnivora,Canidae,Canis,Canis lupus,2,0.342108485,3.490141027,32183,C,1.405464215,2.99332127
Carnivora,Canidae,Canis,Canis lupus,2,0.092357262,2.808201688,32183,C,1.475348353,2.98021763
Carnivora,Canidae,Canis,Canis lupus,2,0.346122542,4.50806946,32183,C,1.452124049,3.828367065
Carnivora,Canidae,Canis,Canis lupus,2,0.150701449,2.730941065,32183,C,1.217204403,5.682276063
Carnivora,Canidae,Canis,Canis lupus,2,0.341033684,5.637701403,32183,C,1.381421638,5.751673854
Carnivora,Canidae,Canis,Canis lupus,2,0.200798012,1.631382687,32183,C,1.237887454,5.262992079
Carnivora,Canidae,Canis,Canis lupus,2,0.022103242,2.911706916,32183,C,0.094279149,1.528165177
Carnivora,Canidae,Canis,Canis lupus,2,0.077704607,3.318260849,32183,C,0.091448055,0.161975517
Carnivora,Canidae,Canis,Canis lupus,2,0.025307465,4.831882292,32183,C,0.289502014,3.096173601
Carnivora,Canidae,Canis,Canis lupus,4,0.33985201,6.1177594,32183,C,1.406692829,6.229720947
Carnivora,Canidae,Canis,Canis lupus,4,1.090439789,4.641831891,32183,C,1.380690581,3.024157655
Carnivora,Canidae,Canis,Canis lupus,4,0.361546522,4.290343473,32183,C,1.367277549,4.529429536
Carnivora,Canidae,Canis,Canis lupus,4,0.357918312,3.881753113,32183,C,1.446574304,2.983654645
Carnivora,Canidae,Canis,Canis lupus,4,0.996356993,6.593438292,32183,C,1.429573842,3.793184212
Carnivora,Canidae,Canis,Canis lupus,4,0.493599236,4.107480279,32183,C,1.18376489,5.816374744
Carnivora,Canidae,Canis,Canis lupus,4,1.273697256,8.445008597,32183,C,1.353599568,5.735125157
Carnivora,Canidae,Canis,Canis lupus,4,0.415123634,2.024779243,32183,C,1.217159996,5.220181965
Carnivora,Canidae,Canis,Canis lupus,8,0.624054834,9.435140268,32183,C,1.42160248,6.227161213
Carnivora,Canidae,Canis,Canis lupus,8,2.191858118,5.265682048,32183,C,1.398682558,3.012806688
Carnivora,Canidae,Canis,Canis lupus,8,1.245944741,5.753668868,32183,C,1.369659858,4.518934432
Carnivora,Canidae,Canis,Canis lupus,8,0.908054077,4.618914275,32183,C,1.458152797,2.965128431
Carnivora,Canidae,Canis,Canis lupus,8,1.912614262,8.481968886,32183,C,1.447684503,3.802252223
Carnivora,Canidae,Canis,Canis lupus,8,1.201257979,4.773049441,32183,C,1.20845826,5.711452335
Carnivora,Canidae,Canis,Canis lupus,8,2.625126421,14.22379325,32183,C,1.379451884,5.833856174
Carnivora,Canidae,Canis,Canis lupus,8,0.667525301,3.032396642,32183,C,1.236970857,5.082978176
Carnivora,Canidae,Canis,Canis lupus,16,1.23629151,10.74908329,32183,C,1.432255224,6.220567878
Carnivora,Canidae,Canis,Canis lupus,16,2.892981523,7.696497382,32183,C,1.418838253,3.01319256
Carnivora,Canidae,Canis,Canis lupus,16,1.905835418,9.702619202,32183,C,1.378307455,4.497835802
Carnivora,Canidae,Canis,Canis lupus,16,1.645840933,5.476412386,32183,C,1.480381788,2.975882947
Carnivora,Canidae,Canis,Canis lupus,16,3.627186174,15.63873916,32183,C,1.465882487,3.800171816
Carnivora,Canidae,Canis,Canis lupus,16,1.986235515,6.776647132,32183,C,1.224001611,5.84530108
Carnivora,Canidae,Canis,Canis lupus,16,4.013180103,21.258215,32183,C,1.405192052,5.815237731
Carnivora,Canidae,Canis,Canis lupus,16,0.996565709,4.371874676,32183,C,1.25621553,4.907531806
Carnivora,Canidae,Canis,Canis lupus,32,3.571749277,14.07282632,32183,C,1.209044456,5.641945369
Carnivora,Canidae,Canis,Canis lupus,32,3.621435764,9.951433335,32183,C,1.221160493,3.09320695
Carnivora,Canidae,Canis,Canis lupus,32,3.267019656,15.63363798,32183,C,1.391821324,4.600409543
Carnivora,Canidae,Canis,Canis lupus,32,2.187019781,5.965873605,32183,C,1.504298511,2.990649909
Carnivora,Canidae,Canis,Canis lupus,32,4.693759431,20.53526388,32183,C,1.479779864,4.056692458
Carnivora,Canidae,Canis,Canis lupus,32,2.582647289,7.226942894,32183,C,1.229445703,5.589737022
Carnivora,Canidae,Canis,Canis lupus,32,4.28075669,28.36094541,32183,C,1.397136305,5.765740936
Carnivora,Canidae,Canis,Canis lupus,32,1.222467175,4.73261426,32183,C,1.296962655,4.993059918
Carnivora,Canidae,Canis,Canis lupus,32,5.551333614,21.99220763,32183,C,-0.445283612,1.638307589
Carnivora,Canidae,Canis,Canis lupus,32,7.545452208,25.15867211,32183,C,-0.174097012,0.53749979
Carnivora,Canidae,Canis,Canis lupus,32,9.791420716,23.62695945,32183,C,0.533175154,2.941324785
Carnivora,Canidae,Canis,Canis lupus,64,6.007852715,14.63725841,32183,C,1.110421396,5.464817147
Carnivora,Canidae,Canis,Canis lupus,64,2.829599261,11.48475648,32183,C,1.206067936,3.14484
Carnivora,Canidae,Canis,Canis lupus,64,3.424832657,25.03900818,32183,C,1.355775767,4.552053156
Carnivora,Canidae,Canis,Canis lupus,64,2.296005172,6.216979367,32183,C,1.477304291,2.879624453
Carnivora,Canidae,Canis,Canis lupus,64,4.414993821,20.51998921,32183,C,1.42068571,3.579159986
Carnivora,Canidae,Canis,Canis lupus,64,2.513260017,6.981971312,32183,C,1.186577686,5.756063621
Carnivora,Canidae,Canis,Canis lupus,64,6.33267623,40.09265289,32183,C,1.351809918,5.695053376
Carnivora,Canidae,Canis,Canis lupus,64,1.729641159,9.492427875,32183,C,1.240417998,4.991956372
Carnivora,Canidae,Canis,Canis lupus,64,7.905390053,22.13125677,32183,C,-0.436479524,1.702389836
Carnivora,Canidae,Canis,Canis lupus,64,9.41140834,23.57611987,32183,C,-0.080233567,0.46472932
Carnivora,Canidae,Canis,Canis lupus,64,12.86856175,79.99086497,32183,C,-0.265762564,0.069876303
Carnivora,Canidae,Canis,Canis lupus,64,10.15246949,23.29928533,32183,C,0.426239434,3.016790852
Carnivora,Canidae,Canis,Canis lupus,128,4.934667796,13.6026611,32183,C,1.061735185,6.09572617
Carnivora,Canidae,Canis,Canis lupus,128,2.308765201,10.2415207,32183,C,1.200504123,3.117944411
Carnivora,Canidae,Canis,Canis lupus,128,7.147971093,29.19657526,32183,C,1.36465802,4.45066744
Carnivora,Canidae,Canis,Canis lupus,128,1.693470378,5.99246773,32183,C,1.492310344,2.788474023
Carnivora,Canidae,Canis,Canis lupus,128,3.778785625,22.01179518,32183,C,1.491964651,3.402829039
Carnivora,Canidae,Canis,Canis lupus,128,2.898662119,8.218749069,32183,C,1.223058967,4.68170828
Carnivora,Canidae,Canis,Canis lupus,128,6.778189843,56.93769622,32183,C,1.404301995,5.126397256
Carnivora,Canidae,Canis,Canis lupus,128,2.898161382,7.697336823,32183,C,1.217731846,4.048631075
Carnivora,Canidae,Canis,Canis lupus,128,8.972213437,17.6479926,32183,C,-0.507400906,2.474428371
Carnivora,Canidae,Canis,Canis lupus,128,15.95469772,34.86795807,32183,C,-0.196561831,0.439412042
Carnivora,Canidae,Canis,Canis lupus,128,11.93331641,60.42206017,32183,C,0.053173384,0.163044707
Carnivora,Canidae,Canis,Canis lupus,128,8.624708969,26.00436511,32183,C,0.530028315,2.760182776
Carnivora,Canidae,Canis,Canis lupus,256,5.123589271,12.30408184,32183,C,1.132167749,5.949035983
Carnivora,Canidae,Canis,Canis lupus,256,3.429913502,8.947894399,32183,C,1.165442605,3.269902121
Carnivora,Canidae,Canis,Canis lupus,256,14.76167432,32.6609889,32183,C,1.407911738,4.450049584
Carnivora,Canidae,Canis,Canis lupus,256,3.437446544,6.647837546,32183,C,1.457353763,2.874177455
Carnivora,Canidae,Canis,Canis lupus,256,4.617720225,18.84461933,32183,C,1.48678547,3.668953583
Carnivora,Canidae,Canis,Canis lupus,256,1.549044188,6.617054597,32183,C,1.246966514,4.857009603
Carnivora,Canidae,Canis,Canis lupus,256,7.479837069,58.729114,32183,C,1.353167141,4.336112038
Carnivora,Canidae,Canis,Canis lupus,256,2.010101037,10.58421941,32183,C,1.215112163,4.41298256
Carnivora,Canidae,Canis,Canis lupus,256,13.88084424,23.9007518,32183,C,-0.514246311,0.222257489
Carnivora,Canidae,Canis,Canis lupus,256,16.98813784,63.9288965,32183,C,0.442973349,0.259950729
Carnivora,Canidae,Canis,Canis lupus,256,11.43386259,21.47000102,32183,C,0.623637006,2.528544629
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.03243051,0.208883289,22500,H,0.685735638,9.111094446
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.02532685,0.331179039,22500,H,0.811026462,14.65256556
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.031920432,0.339056421,22500,H,0.286803971,8.610539846
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.037742444,0.381061004,22500,H,0.390030745,12.43071166
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.073345503,0.559486116,22500,H,0.448246433,10.41055952
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.029523715,0.159512859,22500,H,0.169235946,11.12889521
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.018136121,0.133113518,22500,H,-0.048603469,8.986424519
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.037582149,0.161123501,22500,H,0.212718979,12.22893839
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.033732535,0.157776328,22500,H,0.180463899,12.36529464
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.032440101,0.151660002,22500,H,0.220679911,11.98272429
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.031735033,0.14503409,22500,H,0.254356054,12.15650259
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.023310418,0.109736356,22500,H,0.145702153,11.91470913
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.033272079,0.261650985,22500,H,0.268720896,29.32861136
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.040438311,0.354749754,22500,H,0.220245972,19.94602891
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.028773652,0.149302544,22500,H,0.357980387,23.19675965
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.037529834,0.197723375,22500,H,0.306021291,24.77686934
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.033667114,0.23543517,22500,H,0.166406383,20.9852994
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.034827671,0.336825567,22500,H,0.265181512,27.15371031
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.031696307,0.283081831,22500,H,0.198604999,22.95776
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.037435216,0.240562401,22500,H,0.29767734,25.49996889
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.03867259,0.231350488,22500,H,0.274909024,19.15960752
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.031790428,0.223368496,22500,H,0.257958087,17.62963166
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.034231778,0.269411148,22500,H,0.20596737,18.04106207
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.036421145,0.213664794,22500,H,0.218511581,19.25230663
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.032848916,0.243015854,22500,H,0.185771462,18.91646153
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.023463427,0.249274816,22500,H,0.299347562,21.83840173
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.033658279,0.22261673,22500,H,0.269949029,21.81198634
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.031480177,0.327192286,22500,H,0.182487304,8.025588801
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.025236902,0.149106895,22500,H,0.165278107,4.60884556
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.032257891,0.289158578,22500,H,0.287250262,37.16421643
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.036294845,0.250164529,22500,H,0.315230648,6.917143215
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.042600304,0.31907388,22500,H,0.232516039,16.77437601
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.043852812,0.313967413,22500,H,0.281702048,21.24626286
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.039926811,0.273720431,22500,H,0.296421374,18.01106593
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.037071277,0.299077515,22500,H,0.211204486,11.55134257
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.02494263,0.198419851,22500,H,0.121068078,17.75733368
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.035214853,0.22150482,22500,H,0.231434215,24.94822454
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.033768686,0.239824217,22500,H,0.180772606,13.78931258
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.04284307,0.475588184,22500,H,0.272068075,29.45877936
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.037761581,0.317373225,22500,H,0.280205191,17.16422184
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.045405281,0.365721458,22500,H,0.23841538,17.82067339
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.055414003,0.442678579,22500,H,0.296880753,25.11716929
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.030112902,0.165245338,22500,H,0.205746057,19.28848399
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.047220554,0.388514758,22500,H,0.128950583,14.20738572
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.018217784,0.075047462,22500,H,-0.237488649,20.56136938
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.024791931,0.127917094,22500,H,0.251022199,24.63213682
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.030524319,0.22399156,22500,H,0.184976944,20.33417121
Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,1,0.028830332,0.244679043,22500,H,0.225993463,10.58364121
